Rank,Lemma,WeightedScore,RawCount
872,δεσμός,0.504865,111
873,καταγίγνομαι,0.504699,13
874,διάθημι,0.504239,10
875,Φιλοκτήμων,0.504202,27
876,λωποδύτης,0.503893,4
877,πόντος,0.502945,206
878,τηρέω,0.502938,118
879,διαίτης,0.502861,30
880,δαίμων,0.502687,116
881,συνέδριον,0.501525,63
882,καταστρέφω,0.500099,120
883,τοξότης,0.499883,36
884,προσφοιτάω,0.498596,4
885,σύμπας,0.496157,146
886,πατραλοίος,0.494671,5
887,κράτιστος,0.494446,97
888,περιβάλλω,0.493371,92
889,στράτευμα,0.490336,340
890,μητραλοία,0.490299,2
891,ποθεν,0.489878,37
892,χαράδρα,0.488733,26
893,σημαίνω,0.488617,126
894,μισθοφορέω,0.487228,11
895,νεώτερος,0.486963,50
896,μηνυτής,0.485612,32
897,δημοσία,0.485287,39
898,ζημιάω,0.484526,19
899,διπλόος,0.484322,47
900,δημηγορέω,0.483536,54
901,σπουδή,0.483225,103
902,παντάπασιν,0.482668,89
903,βουλευτής,0.481381,23
904,σίδηρος,0.481105,72
905,στρατηγία,0.477878,32
906,Κύπρος,0.476309,68
907,φθάνω,0.475624,126
908,ζε,0.474634,18
909,παραπλήσιος,0.474601,87
910,λήγω,0.474569,51
911,συνάγω,0.474148,174
912,διακωλύω,0.472730,33
913,προαρέω,0.472389,33
914,διαδίδωμι,0.471678,26
915,ὁ,0.470769,19486
916,προσορίζω,0.470345,2
917,τέταρτος,0.470040,101
918,καίτοικαιτος,0.470022,3
919,μακρολογέω,0.468638,19
920,πάπτω,0.467582,33
921,Μεσσήνιοι,0.466112,73
922,συνοικόω,0.465221,7
923,φρατύραος,0.464368,28
924,καταγέλαστος,0.464197,30
925,διηγέγομαι,0.463506,10
926,μορία,0.461866,10
927,κρύβδης,0.459821,17
928,μνός,0.459577,15
929,τροφή,0.458509,84
930,κλέπτης,0.457795,35
931,ζημίζω,0.457574,12
932,δωρειά,0.457273,61
933,ναί,0.456302,162
934,κληρονόμος,0.456176,33
935,περιέννυμι,0.455793,22
936,στεφανέω,0.455369,80
937,πρόξενος,0.452511,29
938,δουλεία,0.452451,47
939,σύγω,0.451960,95
940,πόρνη,0.451548,23
941,διαθήκης,0.451410,17
942,θεσμοθές,0.450833,35
943,προβάλλω,0.450531,130
944,τιμωρός,0.450085,15
945,παντελής,0.449017,68
946,τάχιστος,0.448781,62
947,καταχειροτονέω,0.448724,15
948,νεανίσκος,0.448423,51
949,βωμός,0.448246,106
950,πεζός,0.447642,325
951,βέβαιος,0.446861,71
952,τέτταρον,0.444940,22
953,γήρως,0.443978,21
954,συκοφαντός,0.443731,24
955,Λυσιθείδης,0.443124,12
956,στρατιά,0.442989,307
957,Καρδιανός,0.442860,20
958,φθόνος,0.441251,74
959,τολμηρός,0.439509,26
960,γαμετή,0.439464,8
961,συκοφαναντάνω,0.439323,19
962,δικαιότερος,0.436183,12
963,κατάστασις,0.434833,31
964,διαιρέω,0.432489,77
965,μάλλομαι,0.431466,36
966,πένομαι,0.430616,30
967,Μαντινεύς,0.430535,33
968,συγγραφάς,0.430435,15
969,διανέγκομαι,0.430239,57
970,θεράπαινα,0.429761,12
971,μόλις,0.428738,67
972,διαλλαγή,0.427464,20
973,βουλευτήριον,0.426669,40
974,θεραπαίνη,0.425542,25
975,συνερέω,0.425063,18
976,τάφος,0.425047,87
977,Πειραιός,0.424412,1
978,κίνδυνον,0.424412,1
979,διεκινδολεύω,0.424412,1
980,παρατάσσω,0.424018,61
981,βοάω,0.423189,92
982,συνεχής,0.423186,42
983,σπονδή,0.423031,162
984,Φιλώνδης,0.423018,22
985,βλέπω,0.422258,220
986,περιττόνος,0.421049,4
987,κοσμίος,0.420893,15
988,Διογείτης,0.420707,8
989,Θεναίνετος,0.420345,6
990,φιλάνθρωπος,0.420215,49
991,τυραννίς,0.420099,103
992,παρανοέω,0.416970,9
993,συλλαμβάνω,0.416928,98
994,μεταβολή,0.416554,85
995,σηκός,0.416361,16
996,Γαμηλιάς,0.414800,1
997,ναυτοδίκης,0.414800,1
998,μίδιμιμι,0.414800,1
999,ναυτοδίζω,0.414800,1
1000,διαδίκασμα,0.414800,1
1001,συντάσσω,0.414761,60
1002,μέλας,0.414408,218
1003,τροφεύς,0.414390,42
1004,γνήσιον,0.414142,20
1005,κάλλος,0.413990,74
1006,νωράω,0.412838,2
1007,ναίνυμαι,0.411929,1
1008,δωδεκαέτης,0.411929,1
1009,φημ,0.411929,1
1010,τύπτος,0.411929,1
1011,διασπάρλω,0.411929,1
1012,χινδυνεύκω,0.411929,1
1013,σκοπός,0.410947,32
1014,τετρακισχίλιοι,0.410507,40
1015,παρακολουθέω,0.410449,40
1016,ΠΡΟΚΛΗΣΙΣ,0.410375,16
1017,Νικόδημος,0.409854,28
1018,τημερός,0.409080,22
1019,Πέρσης,0.407742,769
1020,φυλέτης,0.405925,23
1021,προυκάλλομαι,0.405330,12
1022,πρόδρους,0.404599,12
1023,Θεόμνηστος,0.404559,7
1024,διανέμω,0.404085,28
1025,σύμβολος,0.403570,22
1026,πωλέομαι,0.403513,35
1027,δέασις,0.401519,10
1028,καταθέω,0.401208,17
1029,διαφεύγω,0.401096,99
1030,παραγραφή,0.400291,19
1031,θορυβέω,0.398398,49
1032,ποθέω,0.397505,49
1033,προφασίζομαι,0.396581,17
1034,κόσμος,0.393052,276
1035,παλλακή,0.391762,22
1036,κολακεύω,0.390219,23
1037,ξύλος,0.389299,47
1038,πολιτέομαι,0.389151,49
1039,τρίηρος,0.388725,11
1040,σύνταξις,0.388581,30
1041,χειμών,0.388320,196
1042,προτρέπω,0.388155,58
1043,ψεύδομαι,0.386876,23
1044,διαφυλάσσω,0.386653,40
1045,παράνομα,0.385479,27
1046,Λύσανδρος,0.385268,16
1047,συνάω,0.385146,15
1048,ψηφιάομαι,0.385063,5
1049,θεραπεία,0.385033,32
1050,διακελεύομαι,0.383812,30
1051,ταφή,0.383614,35
1052,διάλυσις,0.382772,15
1053,παραφρονέω,0.382353,21
1054,πίμπρημι,0.381403,20
1055,περιεώρ,0.380958,3
1056,πός,0.380725,36
1057,Μυτιλήνη,0.379501,41
1058,διακινδυνεύω,0.379290,17
1059,Δικαιόγενος,0.378825,17
1060,Φρύνιχος,0.378791,37
1061,μεθίημι,0.378715,90
1062,θαρσέω,0.378484,124
1063,συγγίγνομαι,0.377669,49
1064,δέκατος,0.377403,79
1065,κλίνη,0.375987,47
1066,σοφία,0.375855,114
1067,προσγίγνομαι,0.375404,64
1068,πρεσβεία,0.374449,129
1069,θεσμοθέτης,0.373775,16
1070,θεάομαι,0.373133,123
1071,μιμέομαι,0.371750,64
1072,παρακαταβάλλω,0.371622,16
1073,Ποτείδαια,0.371524,36
1074,γάμος,0.371486,106
1075,μνήμη,0.369913,65
1076,στατήρ,0.369661,17
1077,προβαίνω,0.369623,42
1078,παραγγέλλω,0.369042,114
1079,παίδιος,0.366702,16
1080,κόλαξ,0.366144,17
1081,νίκη,0.365624,111
1082,συνεπίτροπος,0.364903,14
1083,μεταπίπτω,0.364638,16
1084,διαμαρτυρέομαι,0.363825,3
1085,προλαμβάνω,0.363686,43
1086,παραπίπτω,0.363605,6
1087,διανοία,0.362716,46
1088,συλφέρω,0.362306,8
1089,τέτταρα,0.362039,33
1090,κατασκάπτω,0.361446,41
1091,πρόδηλος,0.360747,33
1092,πρεσβευτής,0.360303,43
1093,Λεωδάμας,0.360138,17
1094,δυστυχής,0.360136,17
1095,καταψεύομαι,0.359508,17
1096,Χίος,0.359106,117
1097,λήπτω,0.357185,17
1098,συναγωνίζομαι,0.357120,31
1099,τιμιότερος,0.357111,12
1100,γ,0.356591,24
1101,παίω,0.355074,58
1102,παροξύνω,0.354540,30
1103,διεξέρχομαι,0.354287,60
1104,Θεοκρίνης,0.354074,31
1105,πούς,0.353737,492
1106,βιαιότης,0.353355,3
1107,Λοχίτης,0.352460,3
1108,μεθύω,0.351601,29
1109,διαρπάζω,0.350962,22
1110,μισθοφορός,0.350044,13
1111,τισίς,0.350031,43
1112,φοιτάω,0.349163,71
1113,βραχή,0.347256,25
1114,μεσεγγυάω,0.346713,2
1115,πέρας,0.346177,29
1116,χρεός,0.345326,36
1117,τεχνάζω,0.344559,9
1118,μείνομαι,0.343822,40
1119,κλήρονος,0.342878,12
1120,φάρμακος,0.342445,22
1121,καταψεύδω,0.340928,20
1122,Χάριππος,0.340262,5
1123,λίθος,0.339770,223
1124,οιχός,0.339697,14
1125,τάξος,0.339565,46
1126,χλωρός,0.338842,27
1127,καταδέχομαι,0.337677,23
1128,Λεώστρατος,0.336519,15
1129,Μαντίθεος,0.335697,13
1130,Στράτιον,0.335593,22
1131,Λεωσθένης,0.335262,15
1132,προσομολογέω,0.334367,17
1133,μισέομαι,0.333795,20
1134,διαρρήδην,0.333735,19
1135,πολλοστός,0.333652,13
1136,περιόω,0.333111,3
1137,μίσθωσις,0.332752,15
1138,σωφρονέστερος,0.332262,19
1139,πρόκειμαι,0.331919,77
1140,Κορίνθιος,0.330387,301
1141,βαιόω,0.330337,17
1142,ρήθνω,0.330141,9
1143,Κρέων,0.330116,110
1144,μιαρός,0.329570,46
1145,παντοδαπός,0.329412,48
1146,δάνειος,0.328709,13
1147,δημαγχάνω,0.328389,3
1148,δωροδοκία,0.328247,23
1149,Καλλίστρατος,0.327884,27
1150,θεωρικός,0.327417,26
1151,παράγω,0.327413,44
1152,παρίημι,0.326878,53
1153,μάλα,0.326168,489
1154,μέστος,0.325245,29
1155,Πύλας,0.324564,28
1156,παρέχομαι,0.324133,9
1157,καρπός,0.323276,163
1158,μέτοκα,0.322988,4
1159,σκηπτίομαι,0.322716,1
1160,Δεκελείη,0.322716,1
1161,διαμνημοντέω,0.322716,1
1162,δανειστής,0.322616,10
1163,Κερσοβλέπτης,0.322385,53
1164,προκλέω,0.322364,12
1165,πηρθέω,0.321642,2
1166,κλοπή,0.319469,22
1167,ποός,0.318482,23
1168,κατηγορείνω,0.318050,2
1169,δοχθαιδέω,0.315916,1
1170,πηρεάζομαι,0.315916,1
1171,κακονοόω,0.315916,1
1172,δεκούομαι,0.315916,1
1173,χρηματιέω,0.315916,1
1174,μίασμα,0.315826,12
1175,διαιτέομαι,0.315392,9
1176,μνησικακέω,0.315388,31
1177,ταμιός,0.314173,3
1178,Μειδυλίδης,0.314084,14
1179,κατάγνυμι,0.313672,16
1180,φρόνημα,0.313006,46
1181,σκαιός,0.312424,18
1182,συκοφαναντάω,0.312275,12
1183,προσδέχομαι,0.312137,124
1184,κατοικίζω,0.311885,47
1185,δωμάτιον,0.311776,9
1186,φορέω,0.311723,115
1187,Σάτυρα,0.311492,15
1188,δένδρον,0.311224,58
1189,συμπρεσβευτός,0.310328,1
1190,κολαστής,0.310328,1
1191,καταδωροδοκέω,0.310328,1
1192,Βοιώτιος,0.310234,27
1193,Μενέκλεοι,0.309866,12
1194,πρόσωκα,0.308651,11
1195,διακρίνω,0.308238,65
1196,προσλαμβάνω,0.307328,51
1197,Βοιωτία,0.306801,73
1198,Φίλων,0.306716,17
1199,βουλευτήρ,0.306406,22
1200,ποιητής,0.306224,121
1201,φάρμακον,0.306216,50
1202,διαδέχομαι,0.305563,27
1203,διακείομαι,0.305547,5
1204,λύτρον,0.305216,16
1205,κατέγνομαι,0.304679,16
1206,τάχα,0.304582,95
1207,κληίρω,0.303959,8
1208,διακονέω,0.303261,45
1209,προλέγω,0.302554,55
1210,περαίνω,0.302338,22
1211,πρόσωπον,0.302211,126
1212,πέμπτος,0.301994,77
1213,καίτοιγος,0.301065,5
1214,περιέρχομαι,0.300844,44
1215,Διοπείθης,0.300308,21
1216,πονέω,0.299999,85
1217,μίδομαι,0.299951,9
1218,Χαρίδημος,0.299818,81
1219,διαφόρος,0.299259,22
1220,μήπω,0.298470,31
1221,τίω,0.297784,63
1222,διαμένω,0.297206,27
1223,σοφιστός,0.297116,26
1224,καθίζω,0.297055,112
1225,κήδω,0.296655,91
1226,δειλία,0.295777,29
1227,βεβαιός,0.295649,13
1228,καρπόζω,0.295559,16
1229,μυστήριον,0.295283,66
1230,πενέστερος,0.295105,4
1231,πάθημα,0.294643,38
1232,μόγις,0.294384,33
1233,πρόκις,0.294274,4
1234,βιώω,0.294189,20
1235,παρακατατήξ,0.294081,12
1236,μετέρχομαι,0.293908,43
1237,Δημοφώνη,0.293031,10
1238,προειλέω,0.292947,8
1239,προσδέω,0.292781,24
1240,παράχω,0.292519,3
1241,τεκμαίρομαι,0.291728,34
1242,νοσέω,0.291697,32
1243,κενός,0.291571,87
1244,Νικομάχης,0.290809,7
1245,θυγατριδός,0.290249,10
1246,λύσις,0.289383,14
1247,παροινέω,0.288928,7
1248,γόνος,0.288626,45
1249,προαίρεσις,0.288354,27
1250,νύκτωρ,0.287973,31
1251,ΕΓΚΛΗΜΑ,0.287883,10
1252,Φυλομάχη,0.287722,24
1253,προδρεύω,0.287067,13
1254,κοινωνία,0.286384,47
1255,τρεις,0.286269,16
1256,μάταιος,0.286217,26
1257,πότος,0.285939,26
1258,θυμός,0.285739,836
1259,διαγίγνομαι,0.284857,19
1260,καταγαράσκω,0.284737,5
1261,μηδέποτε,0.283513,22
1262,πάροδος,0.283437,28
1263,τεχνικός,0.282779,16
1264,καταφυγή,0.282641,17
1265,Φίλαγρος,0.282612,26
1266,πεντεκαίδεκα,0.282297,35
1267,προσαγορεύω,0.281985,60
1268,προστρόπαιος,0.281316,6
1269,καταγνώσκω,0.281155,13
1270,Διονυσόδωρος,0.281004,13
1271,παρακατατήκης,0.280143,6
1272,δίω,0.279699,77
1273,Λακεδαίμων,0.279653,147
1274,Μιλύαν,0.279040,15
1275,παραιρέω,0.279009,16
1276,προδρώσκω,0.278814,11
1277,πόλω,0.278195,8
1278,τραύματος,0.278035,8
1279,μερίς,0.277919,18
1280,πένητος,0.277665,3
1281,κατασκευάκω,0.277628,10
1282,χρύσεος,0.277239,233
1283,Λάκρις,0.277184,14
1284,χώριος,0.276966,32
1285,καός,0.276693,26
1286,σκευός,0.274736,27
1287,καίω,0.274572,146
1288,διάκω,0.272479,14
1289,στενός,0.272151,59
1290,λύπη,0.271902,66
1291,γεωργέω,0.271839,20
1292,γαργάρ,0.271360,8
1293,Μιλτιάδης,0.271349,70
1294,Θρασύμαχος,0.271028,53
1295,πατρικός,0.270593,23
1296,δυσχεραίνω,0.270298,25
1297,ποιός,0.270039,32
1298,πόσις,0.269257,126
1299,καταχράομαι,0.268009,21
1300,Διόδωρον,0.266640,3
1301,προσδέομαι,0.266639,39
1302,γραμματεύς,0.266595,86
1303,γόνυ,0.266453,160
1304,Μηνόφιλος,0.265731,2
1305,συμπράσσω,0.265344,29
1306,κρύπτω,0.265195,79
1307,διατάομαι,0.265109,6
1308,τέσσαρες,0.265009,177
1309,βασανιστής,0.264886,11
1310,σκευωρέω,0.264674,8
1311,Δημοκράτης,0.264595,8
1312,τοιγάρ,0.264506,52
1313,φρουρός,0.264423,32
1314,διδακτός,0.264187,9
1315,κινέω,0.263524,97
1316,διαλογίζομαι,0.262983,32
1317,Συρακούσιος,0.262352,285
1318,δόγμα,0.262256,50
1319,συνάρχω,0.262056,24
1320,τρίηραρχος,0.261899,18
1321,διάδοχος,0.261573,25
1322,μοιχεύω,0.261288,20
1323,δόλεια,0.261244,37
1324,Θεσπίας,0.260787,14
1325,καταδιάω,0.260548,2
1326,Μεγαλοπολίτης,0.260336,5
1327,πέρα,0.260099,20
1328,στοχασμός,0.259953,9
1329,παρακαθίσημαι,0.259787,2
1330,προαδρεύκω,0.259787,2
1331,ναυμαχέω,0.259760,82
1332,κομιδή,0.259665,53
1333,θέω,0.259664,133
1334,χηρεύω,0.259651,7
1335,ναύαρχος,0.259418,44
1336,Δελφοί,0.259230,154
1337,παράσχω,0.258647,16
1338,μαρτύριον,0.258474,39
1339,πολιτειός,0.257941,37
1340,δία,0.256878,4
1341,διατετέλεκα,0.256862,4
1342,θόρυβος,0.256700,66
1343,πληρόω,0.256631,152
1344,κατασχάω,0.256606,41
1345,συκοφαντάνω,0.256054,7
1346,μυρίος,0.255816,114
1347,κατίδωμι,0.255183,31
1348,Σαλαμίς,0.255168,112
1349,φιαλός,0.254708,16
1350,δισχιλία,0.254688,3
1351,Πλαταιαί,0.254327,77
1352,συγκαταλύω,0.253802,8
1353,νεωτερίζω,0.253353,30
1354,συχνός,0.253352,78
1355,χώρις,0.253281,10
1356,σκήπτω,0.252749,10
1357,προτιμάω,0.252426,23
1358,κάθοδος,0.252399,23
1359,τρία,0.252117,19
1360,κηδεστής,0.251944,18
1361,πρόχειρος,0.251886,19
1362,πραγματεία,0.251765,36
1363,πρόσταγμα,0.251420,20
1364,συνοίκια,0.251275,13
1365,Παναθήν,0.250772,6
1366,δάνεισμα,0.250437,13
1367,Μακεδών,0.250342,18
1368,νεκρός,0.249298,373
1369,προκρίνω,0.249064,33
1370,παραχωρέω,0.248498,19
1371,μυροπώλιος,0.248494,8
1372,πανουργία,0.247290,14
1373,συσκευάζω,0.247117,24
1374,Διόκλεος,0.247095,8
1375,Νικήρατος,0.246658,20
1376,ταμιεύω,0.246560,14
1377,ψευδομαρίων,0.246287,3
1378,συνίημι,0.246245,78
1379,παραλίπτω,0.245772,15
1380,πειθαρχέω,0.245529,12
1381,πρόκος,0.244367,12
1382,συνόκω,0.244176,8
1383,κοσμέω,0.244136,82
1384,δικαιόω,0.244052,85
1385,μοιχός,0.243895,19
1386,διάθηκα,0.243799,13
1387,καταψεύω,0.243149,19
1388,Κάλλαρος,0.242697,5
1389,νόθος,0.242468,40
1390,πρόκετο,0.242373,13
1391,προνοηθέω,0.242149,4
1392,πρίσσω,0.242135,18
1393,πρόσω,0.241743,104
1394,χρήστος,0.241635,7
1395,δαίζω,0.241514,35
1396,προσοφείλω,0.241448,12
1397,φόρος,0.241373,80
1398,Μίδας,0.239988,17
